Manufacturer,Model,Category,Subcategory,URL,Part Number,System,Accounting Item Name,Short Description,Long Description,Discontinued,Tags,Phase,Labor Hours,MSRP,Unit Cost,Unit Price,Taxable,Use Tax,Preferred Vendor,Order UOM,Order UOM Units,Do Not Order,Height,Width,Depth,Weight,Rack Mounted,Rack Units,Amps,Volts,Watts,BTU,Dispersion,Bulk Wire,Start Terminal,End Terminal,Input Terminals,Input Signals,Input Labels,Output Terminals,Output Signals,Output Labels,Custom Field 1 (Income Account),Custom Field 2 (Expense Account),Custom Field 3 (Spec Sheet - Type),Custom Field 4 (Spec Sheet - Cut Out Dimensions),Custom Field 5 (Spec Sheet - Part ID),Custom Field 6,Custom Field 7,Custom Field 8,Custom Field 9,Custom Field 10,Custom Field 11,Custom Field 12 (Spec Sheet Options),Custom Field 13,Custom Field 14,Summarize,Show In Product Details Report,Approved
ADEMCO,5800PIR,Security,Motion Sensors,https://savinc.sharepoint.com/:b:/g/EQlMRG3HcVpDuUlDNrcs6s8BeDJWLz1LFWi5YLgjy0l5uQ?e=rYC7Qm,5800PIR,Security,ADEMCO:5800PIR,Wireless Motion Detector,Wireless Motion Detector,FALSE,,Security Finish,1,125,78.99,131.9138,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,3.4,2.4,1.5,0.1813,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Tech Solutions Product COGS:Finish Product COGS:Security Finish Product,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,5800RP,Security,Module,https://savinc.sharepoint.com/:b:/g/ETZrNHyAoi1Gmi-xC-_h83YBr0zB2rJg47JkU7d-cd3rtg?e=27PVcc,5800RP,Security,ADEMCO:5800RP,Wireless Repeater,"ADEMCO’s 5800RP is a wireless repeater that extends the range of 5800 series RF devices. For
installations that require increased RF range, the 5800RP eliminates the need to run wires to a
remotely installed secondary receiver and also eliminates the need to upgrade to a larger control
panel that supports two receivers.",FALSE,,Security Finish,0.2,127.98,82.99,132.784,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,4.375,7.375,2.125,0,FALSE,0,1,12,12,40.94,,FALSE,,,,,,,,,Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Product COGS:Finish Product COGS:Security Finish Product,1,,RPT,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,5800RPS,Security,Sensors,https://savinc.sharepoint.com/:b:/g/ETXGlUiiUKlInWBMK35wAHgBhZJGvfD-gpQFvOty4cQu9A?e=w7hyj2,5800RPS,Security,ADEMCO:5800RPS,Wireless Recessed Transmitter,Wireless Recessed Transmitter,FALSE,,Security Finish,0.5,65.42,44.5,71.2,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,0.75,0.75,0.5,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Tech Solutions Product COGS:Finish Product COGS:Security Finish Product,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,5800SS1,Security,Module,https://savinc.sharepoint.com/:b:/g/ESQmY9cB7D1Og0fNc-_WEbYBl0avcXKhwPibHSvwUljK1A?e=7y0FRN,5800SS1,Security,ADEMCO:5800SS1,Wireless Shock Sensor,Wireless Shock Sensor,FALSE,,Security Finish,0.5,63.79,41.99,67.184,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,1.6,1.6,0.8,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Tech Solutions Product COGS:Finish Product COGS:Security Finish Produc,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,5800ZBRIDGE,Security,Module,https://savinc.sharepoint.com/:b:/g/EUCHD8TPDv5PnOKHVemuTMUBLSnKPDoNUKgas17emD3FqA?e=pzKaW3,5800ZBRIDGE,Security,ADEMCO:5800ZBRIDGE,Honeywell Z-Wave Controller for Ademco Vista Panels.,Honeywell Z-Wave Controller for Ademco Vista Panels.,FALSE,,Security Finish,1,0,40,59.99,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,4.5,2.75,0.25,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Tech Solutions Product COGS:Finish Product COGS:Security Finish Product,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,5802WXT,Security,Accessories,https://savinc.sharepoint.com/:b:/g/EVsLJbl-yBhKqKChLPVWv2IBYHVIVPdbUdjZ6S4iecdcjQ?e=NBbeeY,5802WXT,Security,ADEMCO:5802WXT,1-Button Personal Panic Transmitter,1-Button Personal Panic Transmitter,FALSE,,Security Finish,1,47.98,31.99,51.1758,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,1.5,1.5,0,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Tech Solutions Product COGS:Finish Product COGS:Security Finish Product,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,5802WXT-2,Security,Accessories,https://savinc.sharepoint.com/:b:/g/EVsLJbl-yBhKqKChLPVWv2IBYHVIVPdbUdjZ6S4iecdcjQ?e=NBbeeY,5802WXT-2,Security,ADEMCO:5802WXT-2,2-Button Personal Panic Transmitter,2-Button Personal Panic Transmitter,FALSE,,Security Finish,1,47.98,31.99,51.1758,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,1.5,1.5,0,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Tech Solutions Product COGS:Finish Product COGS:Security Finish Product,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,5806W3,Security,Smoke Heat Gas Sensors,https://savinc.sharepoint.com/:b:/g/EboA7ETY0pxMoBaIUPQFCVUBt2oiVSwWClUjkslxGKu5Ww?e=yPGsS3,5806W3,Security,ADEMCO:5806W3,Wireless Photoelectric Smoke Detector,Wireless Photoelectric Smoke Detector,FALSE,,Security Finish,0.5,97.86,64.99,103.984,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,5.3,5.3,2.3,0.5313,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Tech Solutions Product COGS:Finish Product COGS:Security Finish Product,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,5808W3,Security,Smoke Heat Gas Sensors,https://savinc.sharepoint.com/:b:/g/ESnUgt84GvNCsf5EoTRu5h0BgIwgKP8VlrpbjFZJ6C6fFw?e=qEP8Y9,5808W3,Security,ADEMCO:5808W3,Wireless Photoelectric Smoke & Heat Detector,Wireless Photoelectric Smoke & Heat Detector,FALSE,,Security Finish,0.5,95.98,63.99,102.384,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,5.3,5.3,2.3,0.5313,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Tech Solutions Product COGS:Finish Product COGS:Security Finish Produc,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,5809SS,Security,Smoke Heat Gas Sensors,https://savinc.sharepoint.com/:b:/g/EXyI9RG4xy5Io_FhJM8zX-UB94A0RiNhPQYljLbH46ouUA?e=9an6Np,5809SS,Security,ADEMCO:5809SS,Wireless Heat Detector,Honeywell's 5809 Series wireless fixed heat and rate-of-rise temperature sensors offer expanded fire detection and installation flexibility. They are ideal for hard-to-wire locations and applications that require more than smoke detection. This is a fast and easy install with no wires to run.,FALSE,,Security Finish,0.5,89.99,53.99,89.99,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,4.5,4.5,2.5,0.8,FALSE,0,0,3,0,0,,FALSE,,,,,,,,,Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Product COGS:Finish Product COGS:Security Finish Produc,1,Wall Mounted,SD,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,'5811,Security,Sensors,https://savinc.sharepoint.com/:b:/g/EZh3NL4sZ-1MtAD8mDpRvIMBZrt7QOyB1PXHrmwdGvAUuA?e=jtkMD1,'5811,Security,ADEMCO:5811,Thin Door & Window Contact / Transmitter,Thin Door & Window Contact / Transmitter,FALSE,,Security Finish,0.25,42.4,26.5,42.4,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,2.125,1.1875,0.25,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Tech Solutions Product COGS:Finish Product COGS:Security Finish Produc,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,5816OD,Security,Sensors,https://savinc.sharepoint.com/:b:/g/EXE3O7HOpt1KvPp0IxukxDcBBJjJIptm-5Cz2I4mlRx9xQ?e=aOZY3z,5816OD,Security,ADEMCO:5816OD,Outdoor Wireless Contact / Transmitter,Outdoor Wireless Contact / Transmitter,FALSE,,Security Finish,0.5,88.78,61.99,99.184,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,4.25,2.01,1.4,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Tech Solutions Product COGS:Finish Product COGS:Security Finish Produc,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,5816WMBR,Security,Sensors,https://savinc.sharepoint.com/:b:/g/EfxXBXfgyOFCmUK8S0_MRk8Bls5sg4E2Ak6fkFOPubGrcA?e=IdbYaC,5816WMBR,Security,ADEMCO:5816WMBR,"Door & Window Contact / Transmitter, Brown","Door & Window Contact / Transmitter, Brown",FALSE,,Security Finish,0.5,39.98,25.99,41.5773,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,3.0625,1.5625,1.1875,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Tech Solutions Product COGS:Finish Product COGS:Security Finish Product,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,5816WMWH,Signal Distribution,Baluns & Extenders,https://savinc.sharepoint.com/:b:/g/EfxXBXfgyOFCmUK8S0_MRk8Bls5sg4E2Ak6fkFOPubGrcA?e=xuYscj,5816WMWH,Security,ADEMCO:5816WMWH,White door/window transmitter with magnet,"Door & Window Contact / Transmitter, White",FALSE,,Finish,1,39.98,25.99,41.5773,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Tech Solutions Product COGS:Finish Product COGS:Security Finish Product,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,5817CB,Security,Sensors,https://savinc.sharepoint.com/:b:/g/Ef-2k8ptuWBEtQ6_BefDkHEBF8VUAQnpRAiqGcht0A9JAw?e=YrXTrl,5817CB,Security,ADEMCO:5817CB,Commercial 3-Zone Universal Transmitter,"The 5817CBXT is a universal contact-monitoring transmitter that can be used with household and commercial fire and burglary-initiating devices such as door/window contacts, motion and glassbreak detectors, sprinkler water flow switches, tamper switches, post indicator valves, manual pull stations and remote duct detectors",FALSE,,Security Finish,0.5,99.1,67.99,108.784,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,3.5,1.5625,1.1875,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Tech Solutions Product COGS:Finish Product COGS:Security Finish Produc,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,5818MNL,Security,Sensors,https://savinc.sharepoint.com/:b:/g/EU13zPPYr71Jj3B0TwJcv2ABC5-Of_C021wX5N9wR2e1og?e=hte8YE,5818MNL,Security,ADEMCO:5818MNL,Recessed Door & Window Transmitter,Recessed Door & Window Transmitter,FALSE,,Security Finish,0.25,45.6,30.99,49.584,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,0.75,0.75,3,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Tech Solutions Product COGS:Finish Product COGS:Security Finish Produc,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,'5819,Security,Wireless Sensor,https://savinc.sharepoint.com/:b:/g/Ee2zLThofx9NuWaqNlXEmI8BhF9mAmerzxVwGb1LRtkp0g?e=m9KQl2,'5819,Security,ADEMCO:5819,3-Zone Shock Processor & Transmitter,3-Zone Shock Processor & Transmitter,FALSE,,Security Finish,0.5,83.04,46.5,74.4,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,4.8,1.5,1,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Tech Solutions Product COGS:Finish Product COGS:Security Finish Produc,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,5820L,Security,Wireless Sensor,https://savinc.sharepoint.com/:b:/g/EWHOxABNQyFEnTDCaGz8bMwBeX9Ugq5RQd_9OrD7FGdiiA?e=cxq7Ks,5820L,Security,ADEMCO:5820L,Door & Window Contact / Transmitter,Door & Window Contact / Transmitter,FALSE,,Security Finish,0.5,45.6,30.5,48.8,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,3,0.5,0.8,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Tech Solutions Product COGS:Finish Product COGS:Security Finish Product,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,'5821,Security,Wireless Sensor,https://savinc.sharepoint.com/:b:/g/EVjDooT2GIhGt6xeR28azvMB1k32mM7mm9xRMrxqxfDeMA?e=Xh6byl,'5821,Security,ADEMCO:5821,Wireless Temperature Sensor & Flood Detector,"Ideally suited for applications including bathrooms, laundry rooms and basements, the 5821 helps protect against temperature fluctuations and flood conditions. The versatile device can be configured to operate as a standalone temperature sensor and/or a remote temperature sensor or flood detector. Fully compatible with Honeywell Total Connect¨ Remote Services, it can send users email or text message alerts when detecting floods or extreme temperatures so they can take action to minimize and avert damages.",FALSE,,Security Finish,0.5,65.58,45.99,73.584,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,3.1,1.6,1,0,FALSE,0,0,3,0,0,,FALSE,,,2 WIRE,SENSOR,WATER SENSOR IN,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Tech Solutions Product COGS:Finish Product COGS:Security Finish Product,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,5822T,Security,Wireless Sensor,https://savinc.sharepoint.com/:b:/g/EQUtGqKlD_hIvDJL9xivkA0Bv9QZwCV6BuAaQYUu0KjUQw?e=hzIZtc,5822T,Security,ADEMCO:5822T,Wireless Tilt Sensor Transmitter,Wireless Tilt Sensor Transmitter,FALSE,,Security Finish,0.5,52.8,35.99,57.584,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,3.0625,1.5625,1.1875,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Tech Solutions Product COGS:Finish Product COGS:Security Finish Produc,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,'5853,Security,Wireless Sensor,https://savinc.sharepoint.com/:b:/g/EWtPgrq4-19DuL2M1q7olU4BeJYBY8lzr8K8ccQ035w8yA?e=QTg1DJ,'5853,Security,ADEMCO:5853,Wireless Glass Break Detector,Wireless Glass Break Detector,FALSE,,Security Finish,0.5,95.98,63.99,102.384,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,4.95,3.09,1.1,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Tech Solutions Product COGS:Finish Product COGS:Security Finish Product,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,'5869,Security,Panic Button,https://savinc.sharepoint.com/:b:/g/EdpxvXhDjE9Bo7bj9DrlsfwBHDewkFNScirdEJcO2avmoQ?e=00RQZX,'5869,Security,ADEMCO:5869,Wireless Hold-Up Switch/Transmitter.,"The 5869 Hold-Up Switch/Transmitter is a finger-operated RF transmitting device. It is typically ounted under a counter or money draw for inconspicuous operation. When the transmitter is ctivated, it emits an RF signal to the receiver. The security system control panel sends a burglary alarm to the central station when a RF signal is received from an enrolled Hold-Up Switch/Transmitter.",FALSE,,Security Finish,0.5,153.99,76.99,153.99,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,5.9375,1.9375,1.1875,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,,,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,5870API-WH,Security,Wireless Sensor,https://savinc.sharepoint.com/:b:/g/EUaLACoc-YpEvmWyJAADhg4BtWXy7rhMjdOedjeBVsRNMQ?e=b0Fcpv,5870API-WH,Security,ADEMCO:5870API-WH,Wireless Indoor Asset Protection,Wireless Indoor Asset Protection,FALSE,,Security Finish,0.5,116.78,83.99,134.384,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,1.8,1.7,0.63,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Tech Solutions Product COGS:Finish Product COGS:Security Finish Product,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,5881ENH,Security,Expander,https://savinc.sharepoint.com/:b:/g/EfJI0nRvnF5EvVdLSDxq9_MBcxrbSNDrWF8upCbRBUavSA?e=8CJnld,5881ENH,Security,ADEMCO:5881ENH,"Unlimited-Zone Wireless Receiver, Zones Depend on Control Panel","Unlimited-Zone Wireless Receiver, Zones Depend on Control Panel",FALSE,,Security Finish,0.2,158.38,92.72,163.1533,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,4.375,7.375,1.4375,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Tech Solutions Product COGS:Finish Product COGS:Security Finish Product,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,5881ENL,Security,Expander,https://savinc.sharepoint.com/:b:/g/EfJI0nRvnF5EvVdLSDxq9_MBcxrbSNDrWF8upCbRBUavSA?e=8CJnld,5881ENL,Security,ADEMCO:5881ENL,8-Zone Wireless Receiver,8-Zone Wireless Receiver,FALSE,,Security Finish,0.5,71.98,46.5,74.4,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,4.375,7.375,1.4375,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Tech Solutions Product COGS:Finish Product COGS:Security Finish Produc,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,5881ENM,Security,Expander,https://savinc.sharepoint.com/:b:/g/EfJI0nRvnF5EvVdLSDxq9_MBcxrbSNDrWF8upCbRBUavSA?e=8CJnld,5881ENM,Security,ADEMCO:5881ENM,16-Zone Wireless Receiver,16-Zone Wireless Receiver,FALSE,,Security Finish,0.5,95.98,62.99,100.784,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,4.375,7.375,1.4375,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Tech Solutions Product COGS:Finish Product COGS:Security Finish Product,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,'5898,Security,Motion Sensors,https://savinc.sharepoint.com/:b:/g/EcXL5dh30aRKgIQ56tVB9EsB8aEczFWIKgTFZQgGUtsQ-Q?e=5zA2uL,'5898,Security,,Wireless K-Band Dual TEC Motion Sensor.,This sensor provides superior detection and reduces the risk of false alarms. The combination of PIR and K-Band microwave technologies enable the sensors to distinguish between real intruders and other environmental conditions by “confirming” each other within a defined area of protection.,FALSE,"Wirelesss, Motion, Security, Detector, PIR",Security Finish,0.5,0,118.99,190.384,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,4.92,2.95,2.05,0.4719,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Tech Solutions Product COGS:Finish Product COGS:Security Finish Product,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,6160CR-2,Security,Keypad,https://savinc.sharepoint.com/:b:/g/EQMdwuUyQPlNodRejxiUPN8BJasG7ICcFflJp89sSf56WQ?e=cUNvKI,6160CR-2,Security,ADEMCO:6160CR-2,Commercial Fire Alpha Keypad,Commercial Fire Alpha Keypad,FALSE,,Security Finish,1,246.38,157.99,252.784,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,7.437,5.25,1.312,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Tech Solutions Product COGS:Finish Product COGS:Security Finish Product,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,6160RF,Security,Keypad,https://savinc.sharepoint.com/:b:/g/ESXdzLN0XXpMpALrN9hSUkcBq41XZZLx-pcjJEVvGaWrBQ?e=fEshTK,6160RF,Security,ADEMCO:6160RF,Deluxe Customizable English Integrated Keypad / Receiver,Deluxe Customizable English Integrated Keypad / Receiver,FALSE,,Security Finish,0.5,310.38,199.99,319.984,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,5.3125,7.375,1.1875,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Tech Solutions Product COGS:Finish Product COGS:Security Finish Product,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,6165EX,Security,Keypad,https://prdsecuritydocshare.blob.core.windows.net/fs1/6165EX/6165EX-Data-Sheet.PDF,6165EX,Security,,Custom Alpha Display Keypad,"Honeywell Home 6165EX Custom Alpha Keypad is compact in size with a portrait style design to fit more applications and has an attractive white console that blends in perfectly with any décor. The 6165EX features a custom alpha backlit display, where end-users can personalize each zone, making system operation easy. The 6165EX can display three-digit zone numbers for use with higher-end systems and contains a contoured, removable door that conceals soft-touch illuminated keys.",FALSE,,Security Finish,0.5,179.99,122.99,179.99,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,4.875,2.875,1.25,0.25,FALSE,0,0.04,12,0.48,1.64,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Tech Solutions Product COGS:Finish Product COGS:Security Finish Product,1,,KP,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,6280W,Security,Keypad,https://savinc.sharepoint.com/:b:/g/EX1Dvekpm8dEup3eVfSVh1oBB8wOB-_fOClDPus8-K8-kA?e=ETu6bR,6280W,Security,ADEMCO:6280W,"Color Graphic Voice Touchscreen Keypad, White","Color Graphic Voice Touchscreen Keypad, White",FALSE,,Security Finish,1,390.38,248.99,398.384,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,5.59,8.23,1.13,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Tech Solutions Product COGS:Finish Product COGS:Security Finish Product,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
ADEMCO,6460S,Security,Keypad,https://savinc.sharepoint.com/:b:/g/EZgpW8AeKQZOnNLJE_74SCwBHDQRoRbND4hgYSsPOXNcXg?e=Gk6dTh,6460S,Security,ADEMCO:6460S,"Premium LED Keypad, Silver.","Honeywell’s 6460 Premium Alpha Keypad Family gives dealers the ability to differentiate from the competition and close more sales by offering value-added features and a new aesthetic style that is unmatched. The unique, symmetric plastic design and color schemes make this an ideal choice whether your customers have a light décor in their hallways, offices, stainless steel kitchens and garages or are just looking for something a little more rugged for their warehouses.",FALSE,,Security Finish,0.5,215.98,139.99,290.7373,TRUE,,ADI (unincorp of Honeywell Intl Inc),,,FALSE,5.5625,6.75,1,0.96,FALSE,0,0.15,12,1.8,6.14,,FALSE,,,,,,,,,Product Revenue:Finish Phase Product Revenue:Security Finish Product Revenue,Product COGS:Finish Product COGS:Security Finish Product,1,,SKP,0,0,0,,,,,,,FALSE,TRUE,TRUE
