,Manufacturer,Model,Project Count,Usage Count,Min Unit Cost,Max Unit Cost,Average Unit Cost,Min Unit Price,Max Unit Price,Average Unit Price,Min Unit Labor Hours,Max Unit Labor Hours,Average Unit Labor Hours
Speaker,SONANCE,VP66,2,9,125,125,125,362.5,362.5,362.5,0.5,0.5,0.5
Speaker,SONANCE,VP66 LCR,1,3,245,245,245,700,700,700,0.5,0.5,0.5
Speaker,SONANCE,VP66R,111,1057,125,125,125,166.67,625,352.48,0,1,0.52
Speaker,SONANCE,VP66R SST/SUR,16,42,82.5,165,151.25,237.5,475,435.42,0.5,1,0.79
Speaker,SONANCE,VP66R TL,4,21,125,125,125,362.5,362.5,362.5,0,0,0
Speaker,SONANCE,VP68R,32,257,220,220,220,550,625,622.08,0.5,0.75,0.51
Speaker,SONANCE,VP6SQ,47,464,17.5,17.5,17.5,0,35,34.74,0.1,0.13,0.11
Speaker,SONANCE,VP80R,3,20,80,80,80,200,200,200,0,0.5,0.45
Speaker,SONANCE,VP82R,13,58,170,170,170,237.5,425,383.66,0.25,0.75,0.47
Speaker,SONANCE,VP85RW - ROUND,1,1,150,150,150,430,430,430,0.5,0.5,0.5
Speaker,SONANCE,VP86R,9,61,250,250,250,362.5,725,633.54,0.5,1,0.53
Speaker,SONANCE,VP88R,3,12,437.5,437.5,437.5,1250,1250,1250,0.5,0.5,0.5
Speaker,SONANCE,VP8SQ,4,18,20,20,20,30,40,37.78,0.1,0.25,0.22
Equipment,SONANCE,VPBPC3R,1,2,35,35,35,100,100,100,0.25,0.25,0.25
Equipment,SONANCE,VPBPC3R TL,2,3,35,50,40,100,100,100,0.25,0.25,0.25
Equipment,SONANCE,VPBPC4R,5,6,35,35,35,53.85,100,92.31,0,0.25,0.08
Equipment,SONANCE,VPSUB,5,6,750,750,750,429.97,1500,1321.66,0.5,0.5,0.5
Speaker,SONANCE,VPXT6,1,4,150,150,150,230.77,230.77,230.77,0.25,0.25,0.25
Speaker,SONANCE,VPXT6R,49,175,150,150,150,50,375,337.34,0,1,0.37
Speaker,SONANCE,VPXT6R SST,13,43,100,200,190.7,153.85,500,319.07,0.25,1,0.48
Speaker,SONANCE,VPXT6SQ,19,51,25,25,25,46.3,51.02,49.97,0.15,0.15,0.15
Speaker,SONANCE,VPXT8R,5,12,200,200,200,307.69,500,467.95,0.25,1,0.46
Speaker,SONANCE,VPXT8SQ,2,4,37.5,37.5,37.5,75,75,75,0.15,0.15,0.15
Equipment,SONANCE,WIRELESS TRANSMITTER,2,4,60,60,60,100,100,100,0.25,0.25,0.25
Equipment,SONICWALL,1 YEAR SUPPORT PLAN,149,152,0,71.1,70.63,0,103.04,93.72,0,0,0
Equipment,SONICWALL,TZ 300,176,178,0,762.35,483.49,0,965,637.1,0,3,1.25
Equipment,SONORA DESIGN,4SATPL-T,1,1,56,56,56,70,70,70,1,1,1
Equipment,SONORA DESIGN,PS242000,1,1,20,20,20,25,25,25,1,1,1
Equipment,SONORA DESIGN,PS242000A,3,3,20,20,20,25,25,25,1,1,1
Equipment,SONORA DESIGN,SWM16,2,2,74.98,74.98,74.98,279,279,279,1,2,1.5
Equipment,SONORA DESIGN,SWM8,6,6,78,78,78,229,229,229,1,1,1
Equipment,SONORA DESIGN,TAMP6R03,2,2,139.94,139.94,139.94,167.94,167.94,167.94,0.25,0.25,0.25
Equipment,SONOS,AMP,63,157,419.3,419.3,419.3,441.37,800,596.89,0,1,0.97
Speaker,SONOS,BEAM BLACK,4,4,295.99,299.25,298.44,399,399,399,1,1,1
Speaker,SONOS,BEAM WHITE,3,3,295.99,299.25,298.16,399,399,399,1,1,1
Equipment,SONOS,CONNECT,153,792,0,244.3,242.14,0,488.6,347.3,0,1.5,1.05
Speaker,SONOS,ONE (CHOOSE COLOR),9,18,149.25,149.25,149.25,199,199,199,0.25,0.25,0.25
Speaker,SONOS,ONE SL (WHITE),1,6,134.25,134.25,134.25,179,179,179,0.25,0.25,0.25
Equipment,SONOS,PLAY 1 XXXXX,25,66,111.75,149.25,126.52,139.69,199,168.41,0,1,0.26
Equipment,SONOS,PLAY 5 XXXXX,13,30,349.3,349.3,349.3,499,499,499,0,0.5,0.13
Speaker,SONOS,PLAYBAR,113,206,489.3,489.3,489.3,543.67,850,696.85,0,2,0.86
Equipment,SONOS,PLAYBAR WALL MOUNT BRACKET,8,13,27.99,27.99,27.99,39.99,39.99,39.99,0,0.5,0.46
Speaker,SONOS,PLAYBASE,1,1,489.3,489.3,489.3,699,699,699,0,0,0
Equipment,SONOS,PORT,17,94,0,279.3,261.47,310.33,488.6,395.3,0,1.5,0.68
Speaker,SONOS,SUB,92,121,433.38,455.05,433.56,541.73,746.94,696.43,0,1,0.76
Speaker,SONUS FABER,GRAVIS II (PIANO BLACK),19,24,824.45,824.45,824.45,1230.52,1499,1476.63,0.5,0.5,0.5
Speaker,SONUS FABER,GRAVIS II (WHITE MATTE),2,2,824.45,824.45,824.45,1499,1499,1499,0.5,0.5,0.5
Equipment,SONUS FABER,GRAVIS V (PIANO BLACK),4,4,2750,2750,2750,5000,5000,5000,0.5,0.5,0.5
Speaker,SONUS FABER,OLYMPICA I - STAND,3,3,660,660,660,1200,1200,1200,0.25,0.25,0.25
Speaker,SONUS FABER,OLYMPICA I (WALNUT),3,3,3575,3575,3575,6500,6500,6500,0.5,0.5,0.5
Speaker,SONUS FABER,SONETTO II (WALNUT),1,1,1264.45,1264.45,1264.45,2798,2798,2798,0.5,0.5,0.5
Equipment,SONY,BDP-S6700,4,4,105.12,105.12,105.12,179.99,179.99,179.99,1,1,1
Equipment,SONY,DUALSHOCK 4 WIRELESS CONTROLLER,10,12,49.99,49.99,49.99,49.99,49.99,49.99,0.25,0.25,0.25
Equipment,SONY,KD-49X720E,1,1,549.99,549.99,549.99,549.99,549.99,549.99,1,1,1
Equipment,SONY,KDL-32W600D,5,10,264.44,264.44,264.44,299.99,299.99,299.99,0.5,1,0.95
Equipment,SONY,PS4 PRO,12,12,399.99,399.99,399.99,399.99,399.99,399.99,0.5,1,0.96
Equipment,SONY,STR-ZA1100ES,6,6,460.55,511.76,486.16,899.86,999.99,983.3,1,2,1.58
Equipment,SONY,STR-ZA2100ES,1,1,716.47,716.47,716.47,1399.99,1399.99,1399.99,2,2,2
Equipment,SONY,STR-ZA3100ES,7,7,782.95,870,820.26,1262.82,1699.99,1564.6,1.5,2,1.71
